"No.","Time","Source","Destination","Protocol","Info","Length"
"1629","96.412973","104.26.1.147","192.168.6.68","TCP","[TCP Keep-Alive ACK] 443  >  52796 [ACK] Seq=1 Ack=2 Win=16 Len=0 SLE=1 SRE=2","66"
"1630","96.442099","140.82.114.3","192.168.6.68","TCP","443  >  53012 [ACK] Seq=227106 Ack=23088 Win=137216 Len=0","54"
"1631","96.460253","185.199.111.133","192.168.6.68","TCP","443  >  53016 [ACK] Seq=1542 Ack=2119 Win=140288 Len=0","54"
"1632","96.460253","185.199.111.133","192.168.6.68","TLSv1.3","Application Data","119"
"1633","96.461561","192.168.6.68","185.199.111.133","TLSv1.3","Application Data","85"
"1634","96.484620","185.199.111.133","192.168.6.68","TCP","443  >  53016 [ACK] Seq=1607 Ack=2605 Win=142848 Len=0","54"
"1635","96.557818","185.199.111.133","192.168.6.68","TLSv1.3","Application Data","1410"
"1636","96.557818","185.199.111.133","192.168.6.68","TLSv1.3","Application Data","868"
"1637","96.558021","192.168.6.68","185.199.111.133","TCP","53016  >  443 [ACK] Seq=2636 Ack=3777 Win=65280 Len=0","54"
"1638","96.573054","185.199.111.133","192.168.6.68","TCP","443  >  53016 [ACK] Seq=3777 Ack=2636 Win=142848 Len=0","54"
"1639","96.582464","fe80::24a4:c52c:7c19:fc15","ff02::c","UDP/XML","51576  >  3702 Len=656","718"
"1640","96.774213","192.168.6.68","239.255.255.250","UDP/XML","51575  >  3702 Len=656","698"
"1641","96.998166","52.96.90.34","192.168.6.68","TLSv1.2","Application Data","93"
"1642","97.001552","52.96.90.34","192.168.6.68","TLSv1.2","Application Data","1139"
"1643","97.001552","52.96.90.34","192.168.6.68","TLSv1.2","Application Data","93"
"1644","97.001740","192.168.6.68","52.96.90.34","TCP","49832  >  443 [ACK] Seq=1 Ack=3528 Win=251 Len=0","54"
"1645","97.088892","192.168.6.68","185.199.108.133","TCP","[TCP Keep-Alive] 52795  >  443 [ACK] Seq=1 Ack=1 Win=253 Len=1","55"
"1646","97.173863","192.168.6.68","140.82.112.6","TLSv1.3","Application Data, Application Data","1454"
"1647","97.173863","192.168.6.68","140.82.112.6","TCP","53000  >  443 [ACK] Seq=8070 Ack=8785 Win=64256 Len=1400 [TCP PDU reassembled in 1648]","1454"
"1648","97.173863","192.168.6.68","140.82.112.6","TLSv1.3","Application Data","1020"
"1649","97.177593","185.199.108.133","192.168.6.68","TCP","[TCP Keep-Alive ACK] 443  >  52795 [ACK] Seq=1 Ack=2 Win=284 Len=0 SLE=1 SRE=2","66"
"1650","97.222190","fe80::24a4:c52c:7c19:fc15","ff02::c","UDP/XML","51576  >  3702 Len=656","718"
"1651","97.303633","140.82.112.6","192.168.6.68","TCP","443  >  53000 [ACK] Seq=8785 Ack=8070 Win=87040 Len=0","54"
"1652","97.303633","140.82.112.6","192.168.6.68","TCP","443  >  53000 [ACK] Seq=8785 Ack=9470 Win=89088 Len=0","54"
"1653","97.303633","140.82.112.6","192.168.6.68","TLSv1.3","Application Data","93"
"1654","97.303633","140.82.112.6","192.168.6.68","TCP","443  >  53000 [ACK] Seq=8824 Ack=10436 Win=92160 Len=0","54"
"1655","97.303633","140.82.112.6","192.168.6.68","TLSv1.3","Application Data","102"
"1656","97.320203","140.82.112.6","192.168.6.68","TLSv1.3","Application Data","1025"
"1657","97.320463","192.168.6.68","140.82.112.6","TCP","53000  >  443 [ACK] Seq=10436 Ack=9843 Win=65280 Len=0","54"
"1658","97.324031","192.168.6.68","140.82.112.6","TLSv1.3","Application Data","89"
"1659","97.619320","140.82.112.6","192.168.6.68","TCP","443  >  53000 [ACK] Seq=9843 Ack=10471 Win=92160 Len=0","54"
"1660","97.674171","192.168.6.68","239.255.255.250","UDP/XML","51575  >  3702 Len=656","698"
"1661","98.493763","192.168.6.68","172.217.15.206","UDP","60734  >  443 Len=29","71"
"1662","98.493962","fe80::24a4:c52c:7c19:fc15","ff02::c","UDP/XML","51576  >  3702 Len=656","718"
"1663","98.634100","172.217.15.206","192.168.6.68","UDP","443  >  60734 Len=27","69"
"1664","99.472766","192.168.6.68","239.255.255.250","UDP/XML","51575  >  3702 Len=656","698"
"1665","100.500112","fe80::24a4:c52c:7c19:fc15","ff02::c","UDP/XML","51576  >  3702 Len=656","718"
"1666","101.298718","52.96.165.242","192.168.6.68","TLSv1.2","Application Data","101"
"1667","101.350221","192.168.6.68","52.96.165.242","TCP","52279  >  443 [ACK] Seq=4098 Ack=1104 Win=252 Len=0","54"
"1668","101.478147","192.168.6.68","239.255.255.250","UDP/XML","51575  >  3702 Len=656","698"
"1669","102.508271","fe80::24a4:c52c:7c19:fc15","ff02::c","UDP/XML","51576  >  3702 Len=656","718"
"1670","103.487139","192.168.6.68","239.255.255.250","UDP/XML","51575  >  3702 Len=656","698"
"1671","103.922693","192.168.6.68","52.111.227.9","TLSv1.2","Application Data","90"
"1672","104.061099","52.111.227.9","192.168.6.68","TLSv1.2","Application Data","86"
"1673","104.114885","192.168.6.68","52.111.227.9","TCP","50980  >  443 [ACK] Seq=109 Ack=97 Win=251 Len=0","54"
"1674","104.881088","ChongqingFug_4c:99:c5","Broadcast","ARP","Who has 192.168.6.72? Tell 192.168.6.214","60"
"1675","108.158336","172.217.15.206","192.168.6.68","UDP","443  >  60734 Len=37","79"
"1676","108.185949","172.217.15.206","192.168.6.68","UDP","443  >  60734 Len=37","79"
"1677","108.187138","192.168.6.68","172.217.15.206","UDP","60734  >  443 Len=34","76"
"1678","113.482222","52.96.165.242","192.168.6.68","TLSv1.2","Application Data","101"
"1679","113.535521","192.168.6.68","52.96.165.242","TCP","52279  >  443 [ACK] Seq=4098 Ack=1151 Win=252 Len=0","54"
"1680","114.303416","52.96.109.130","192.168.6.68","TLSv1.2","Application Data","95"
"1681","114.306355","192.168.6.68","52.96.109.130","TLSv1.2","Application Data","89"
"1682","114.306931","192.168.6.68","52.96.109.130","TLSv1.2","Application Data","89"
"1683","114.508388","52.96.109.130","192.168.6.68","TCP","443  >  52365 [ACK] Seq=247 Ack=421 Win=250 Len=0","54"
"1684","114.865636","192.168.6.68","172.217.15.206","UDP","60734  >  443 Len=543","585"
"1685","115.018378","172.217.15.206","192.168.6.68","UDP","443  >  60734 Len=33","75"
"1686","115.044478","192.168.6.68","172.217.15.206","UDP","60734  >  443 Len=33","75"
"1687","115.069141","172.217.15.206","192.168.6.68","UDP","443  >  60734 Len=1097","1139"
"1688","115.069141","172.217.15.206","192.168.6.68","UDP","443  >  60734 Len=193","235"
"1689","115.096455","192.168.6.68","172.217.15.206","UDP","60734  >  443 Len=40","82"
"1690","115.098236","192.168.6.68","216.239.34.180","QUIC","Initial, DCID=8bb1484eb9841f87, PKN: 1, CRYPTO, PADDING, CRYPTO, PING, PING, PADDING, PING, CRYPTO, CRYPTO, PADDING, PING, PING, CRYPTO, PADDING","1292"
"1691","115.098356","192.168.6.68","216.239.34.180","QUIC","Initial, DCID=8bb1484eb9841f87, PKN: 2, CRYPTO","1292"
"1692","115.098420","192.168.6.68","216.239.34.180","QUIC","Initial, DCID=8bb1484eb9841f87, PKN: 3, PADDING, CRYPTO, PADDING, CRYPTO, PING, PADDING, CRYPTO, PING, PADDING, PING, PING, PING, PING, PADDING, PING, PING, PADDING","1292"
"1693","115.098743","192.168.6.68","216.239.34.180","QUIC","0-RTT, DCID=8bb1484eb9841f87","120"
"1694","115.185559","172.217.15.206","192.168.6.68","UDP","443  >  60734 Len=26","68"
"1695","115.187568","216.239.34.180","192.168.6.68","QUIC","Initial, SCID=ebb1484eb9841f87, PKN: 1, ACK","82"
"1696","115.187568","216.239.34.180","192.168.6.68","QUIC","Initial, SCID=ebb1484eb9841f87, PKN: 2, ACK","82"
"1697","115.188015","216.239.34.180","192.168.6.68","QUIC","Initial, SCID=ebb1484eb9841f87, PKN: 3, ACK, PADDING","1292"
"1698","115.189930","216.239.34.180","192.168.6.68","QUIC","Initial, SCID=ebb1484eb9841f87, PKN: 4, ACK, PADDING","1292"
"1699","115.202912","216.239.34.180","192.168.6.68","QUIC","Initial, SCID=ebb1484eb9841f87, PKN: 5, CRYPTO, PADDING","1292"
"1700","115.202912","216.239.34.180","192.168.6.68","QUIC","Protected Payload (KP0)","343"
"1701","115.202912","216.239.34.180","192.168.6.68","QUIC","Protected Payload (KP0)","991"
"1702","115.202912","216.239.34.180","192.168.6.68","QUIC","Protected Payload (KP0)","80"
"1703","115.215401","216.239.34.180","192.168.6.68","QUIC","Protected Payload (KP0)","66"
"1704","115.235554","192.168.6.68","216.239.34.180","QUIC","Initial, DCID=ebb1484eb9841f87, PKN: 5, ACK, PADDING","1292"
"1705","115.236355","192.168.6.68","216.239.34.180","QUIC","Handshake, DCID=ebb1484eb9841f87","121"
"1706","115.236892","192.168.6.68","216.239.34.180","QUIC","Protected Payload (KP0), DCID=ebb1484eb9841f87","1288"
"1707","115.237049","192.168.6.68","216.239.34.180","QUIC","Protected Payload (KP0), DCID=ebb1484eb9841f87","1292"
"1708","115.237141","192.168.6.68","216.239.34.180","QUIC","Protected Payload (KP0), DCID=ebb1484eb9841f87","1292"
"1709","115.237773","192.168.6.68","216.239.34.180","QUIC","Protected Payload (KP0), DCID=ebb1484eb9841f87","599"
"1710","115.239860","192.168.6.68","216.239.34.180","QUIC","Protected Payload (KP0), DCID=ebb1484eb9841f87","348"
"1711","115.240188","192.168.6.68","216.239.34.180","QUIC","Protected Payload (KP0), DCID=ebb1484eb9841f87","73"
"1712","115.267211","192.168.6.68","216.239.34.180","QUIC","Protected Payload (KP0), DCID=ebb1484eb9841f87","74"
"1713","115.333690","216.239.34.180","192.168.6.68","QUIC","Protected Payload (KP0)","163"
"1714","115.360488","216.239.34.180","192.168.6.68","QUIC","Protected Payload (KP0)","67"
"1715","115.360488","216.239.34.180","192.168.6.68","QUIC","Protected Payload (KP0)","67"
"1716","115.360488","216.239.34.180","192.168.6.68","QUIC","Protected Payload (KP0)","67"
"1717","115.360488","216.239.34.180","192.168.6.68","QUIC","Protected Payload (KP0)","67"
"1718","115.361999","192.168.6.68","216.239.34.180","QUIC","Protected Payload (KP0), DCID=ebb1484eb9841f87","73"
"1719","115.382467","216.239.34.180","192.168.6.68","QUIC","Protected Payload (KP0)","72"
"1720","115.411353","192.168.6.68","216.239.34.180","QUIC","Protected Payload (KP0), DCID=ebb1484eb9841f87","74"
"1721","115.632710","216.239.34.180","192.168.6.68","QUIC","Protected Payload (KP0)","606"
"1722","115.632710","216.239.34.180","192.168.6.68","QUIC","Protected Payload (KP0)","63"
"1723","115.638251","192.168.6.68","216.239.34.180","QUIC","Protected Payload (KP0), DCID=ebb1484eb9841f87","77"
"1724","115.827853","192.168.6.68","216.239.34.180","QUIC","Protected Payload (KP0), DCID=ebb1484eb9841f87","72"
"1725","115.831139","216.239.34.180","192.168.6.68","QUIC","Protected Payload (KP0)","66"
"1726","115.927516","216.239.34.180","192.168.6.68","QUIC","Protected Payload (KP0)","67"
"1727","119.421338","52.96.165.242","192.168.6.68","TLSv1.2","Application Data","101"
"1728","119.464151","192.168.6.68","52.96.165.242","TCP","52279  >  443 [ACK] Seq=4098 Ack=1198 Win=252 Len=0","54"
"1729","120.245462","3e:b8:bf:50:dc:ac","Intel_2d:cd:b9","ARP","Who has 192.168.6.68? Tell 192.168.6.72","42"
"1730","120.245554","Intel_2d:cd:b9","3e:b8:bf:50:dc:ac","ARP","192.168.6.68 is at b0:7d:64:2d:cd:b9","42"
"1731","121.061165","34.22.174.155","192.168.6.68","TCP","443  >  50942 [PSH, ACK] Seq=1 Ack=1 Win=260 Len=37","91"
"1732","121.064309","192.168.6.68","186.73.118.147","TLSv1.2","Application Data","78"
"1733","121.067679","192.168.6.68","186.73.118.147","TCP","52924  >  443 [FIN, ACK] Seq=25 Ack=1 Win=255 Len=0","54"
"1734","121.069382","192.168.6.68","192.168.6.72","DNS","Standard query 0x82da A stream-production.avcdn.net OPT","126"
"1735","121.113791","192.168.6.68","34.22.174.155","TCP","50942  >  443 [ACK] Seq=1 Ack=38 Win=253 Len=0","54"
"1736","121.132453","186.73.118.147","192.168.6.68","TLSv1.2","Application Data","78"
"1737","121.132453","186.73.118.147","192.168.6.68","TCP","443  >  52924 [RST, ACK] Seq=25 Ack=26 Win=501 Len=0","54"
"1738","121.132856","192.168.6.68","186.73.118.147","TCP","52924  >  443 [RST, ACK] Seq=26 Ack=25 Win=0 Len=0","54"
"1739","121.137335","192.168.6.72","192.168.6.68","DNS","Standard query response 0x82da A stream-production.avcdn.net CNAME stream-production.avcdn.net.akamaized.net CNAME a6143.dscd.akamai.net A 186.73.118.136 A 186.73.118.138 A 186.73.118.147 A 186.73.118.146 A 186.73.118.144 A 186.73.118.152 A 186.73.118.139 A 186.73.118.145 A 186.73.118.137 OPT","354"
"1740","121.140081","192.168.6.68","186.73.118.136","TCP","53051  >  443 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=256 SACK_PERM","66"
"1741","121.166626","186.73.118.136","192.168.6.68","TCP","443  >  53051 [SYN, ACK] Seq=0 Ack=1 Win=64240 Len=0 MSS=1384 SACK_PERM WS=128","66"
"1742","121.166751","192.168.6.68","186.73.118.136","TCP","53051  >  443 [ACK] Seq=1 Ack=1 Win=65280 Len=0","54"
"1743","121.170548","192.168.6.68","186.73.118.136","TLSv1.3","Client Hello (SNI=stream-production.avcdn.net)","854"
"1744","121.229116","186.73.118.136","192.168.6.68","TLSv1.3","Server Hello, Change Cipher Spec, Application Data, Application Data","324"
"1745","121.230960","192.168.6.68","186.73.118.136","TLSv1.3","Change Cipher Spec, Application Data","134"
"1746","121.231120","192.168.6.68","186.73.118.136","TLSv1.3","Application Data","154"
"1747","121.293665","186.73.118.136","192.168.6.68","TCP","443  >  53051 [ACK] Seq=271 Ack=881 Win=64128 Len=0","54"
"1748","121.293665","186.73.118.136","192.168.6.68","TCP","443  >  53051 [ACK] Seq=271 Ack=981 Win=64128 Len=0","54"
"1749","121.293665","186.73.118.136","192.168.6.68","TLSv1.3","Application Data","357"
"1750","121.293665","186.73.118.136","192.168.6.68","TCP","443  >  53051 [ACK] Seq=574 Ack=981 Win=64128 Len=1400 [TCP PDU reassembled in 1751]","1454"
"1751","121.293665","186.73.118.136","192.168.6.68","TLSv1.3","Application Data","1303"
"1752","121.293852","192.168.6.68","186.73.118.136","TCP","53051  >  443 [ACK] Seq=981 Ack=3223 Win=65280 Len=0","54"
"1753","123.579684","192.168.6.68","35.190.80.1","TCP","[TCP Keep-Alive] 52690  >  443 [ACK] Seq=1 Ack=1 Win=250 Len=1","55"
"1754","123.721812","35.190.80.1","192.168.6.68","TCP","[TCP Keep-Alive ACK] 443  >  52690 [ACK] Seq=1 Ack=2 Win=1043 Len=0 SLE=1 SRE=2","66"
"1755","126.384605","140.82.114.3","192.168.6.68","TLSv1.3","Application Data","93"
"1756","126.384605","140.82.114.3","192.168.6.68","TLSv1.3","Application Data","78"
"1757","126.384605","140.82.114.3","192.168.6.68","TCP","443  >  53012 [FIN, ACK] Seq=227169 Ack=23088 Win=137216 Len=0","54"
"1758","126.385766","192.168.6.68","140.82.114.3","TCP","53012  >  443 [ACK] Seq=23088 Ack=227170 Win=130816 Len=0","54"
"1759","126.386602","192.168.6.68","140.82.114.3","TLSv1.3","Application Data","78"
"1760","126.386757","192.168.6.68","140.82.114.3","TCP","53012  >  443 [RST, ACK] Seq=23112 Ack=227170 Win=0 Len=0","54"
"1761","126.538524","192.168.6.68","192.168.6.72","DNS","Standard query 0xe0d7 A ncc.avast.com","73"
"1762","126.614667","192.168.6.72","192.168.6.68","DNS","Standard query response 0xe0d7 A ncc.avast.com CNAME ncc.avast.com.edgesuite.net CNAME a1488.dscd.akamai.net A 186.73.118.137 A 186.73.118.138","178"
"1763","126.656410","172.217.15.206","192.168.6.68","UDP","443  >  60734 Len=36","78"
"1764","126.656410","172.217.15.206","192.168.6.68","UDP","443  >  60734 Len=57","99"
"1765","126.656800","192.168.6.68","186.73.118.137","TCP","53054  >  80 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=256 SACK_PERM","66"
"1766","126.671878","192.168.6.68","172.217.15.206","UDP","60734  >  443 Len=800","842"
"1767","126.685538","186.73.118.137","192.168.6.68","TCP","80  >  53054 [SYN, ACK] Seq=0 Ack=1 Win=64240 Len=0 MSS=1400 SACK_PERM WS=128","66"
"1768","126.685759","192.168.6.68","186.73.118.137","TCP","53054  >  80 [ACK] Seq=1 Ack=1 Win=65280 Len=0","54"
"1769","126.686009","192.168.6.68","186.73.118.137","HTTP","GET /ncc.txt HTTP/1.1 ","136"
"1770","126.750340","186.73.118.137","192.168.6.68","TCP","80  >  53054 [ACK] Seq=1 Ack=83 Win=64256 Len=0","54"
"1771","126.750340","186.73.118.137","192.168.6.68","HTTP","HTTP/1.1 200 OK  (text/html)","205"
"1772","126.750855","192.168.6.68","186.73.118.137","TCP","53054  >  80 [FIN, ACK] Seq=83 Ack=152 Win=65280 Len=0","54"
"1773","126.803311","172.217.15.206","192.168.6.68","UDP","443  >  60734 Len=33","75"
"1774","126.814305","186.73.118.137","192.168.6.68","TCP","80  >  53054 [FIN, ACK] Seq=152 Ack=84 Win=64256 Len=0","54"
"1775","126.814454","192.168.6.68","186.73.118.137","TCP","53054  >  80 [ACK] Seq=84 Ack=153 Win=65280 Len=0","54"
"1776","126.822025","192.168.6.68","172.217.15.206","UDP","60734  >  443 Len=33","75"
"1777","126.879538","172.217.15.206","192.168.6.68","UDP","443  >  60734 Len=994","1036"
"1778","126.879538","172.217.15.206","192.168.6.68","UDP","443  >  60734 Len=60","102"
"1779","126.901727","192.168.6.68","172.217.15.206","UDP","60734  >  443 Len=40","82"
"1780","127.094780","192.168.6.68","172.217.15.206","UDP","60734  >  443 Len=33","75"
"1781","127.112824","172.217.15.206","192.168.6.68","UDP","443  >  60734 Len=26","68"
"1782","127.209586","172.217.15.206","192.168.6.68","UDP","443  >  60734 Len=27","69"
"1783","127.408992","140.82.112.6","192.168.6.68","TLSv1.3","Application Data","93"
"1784","127.408992","140.82.112.6","192.168.6.68","TLSv1.3","Application Data","78"
"1785","127.408992","140.82.112.6","192.168.6.68","TCP","443  >  53000 [FIN, ACK] Seq=9906 Ack=10471 Win=92160 Len=0","54"
"1786","127.410075","192.168.6.68","140.82.112.6","TCP","53000  >  443 [ACK] Seq=10471 Ack=9907 Win=65280 Len=0","54"
"1787","127.410649","192.168.6.68","140.82.112.6","TLSv1.3","Application Data","78"
"1788","127.410717","192.168.6.68","140.82.112.6","TCP","53000  >  443 [RST, ACK] Seq=10495 Ack=9907 Win=0 Len=0","54"
"1789","130.149581","192.168.6.68","185.199.111.154","TCP","[TCP Keep-Alive] 53015  >  443 [ACK] Seq=6154 Ack=575284 Win=261888 Len=1","55"
"1790","130.276288","185.199.111.154","192.168.6.68","TCP","[TCP Keep-Alive ACK] 443  >  53015 [ACK] Seq=575284 Ack=6155 Win=164864 Len=0 SLE=6154 SRE=6155","66"
"1791","131.303669","52.96.165.242","192.168.6.68","TLSv1.2","Application Data","101"
"1792","131.354997","192.168.6.68","52.96.165.242","TCP","52279  >  443 [ACK] Seq=4098 Ack=1245 Win=252 Len=0","54"
"1793","133.654291","192.168.6.68","104.18.32.47","TCP","[TCP Keep-Alive] 52664  >  443 [ACK] Seq=2102 Ack=1706 Win=253 Len=1","55"
"1794","133.717948","192.168.6.68","104.18.32.47","TCP","[TCP Keep-Alive] 52320  >  443 [ACK] Seq=30647 Ack=2111 Win=250 Len=1","55"
"1795","133.779865","104.18.32.47","192.168.6.68","TCP","[TCP Keep-Alive ACK] 443  >  52664 [ACK] Seq=1706 Ack=2103 Win=16 Len=0 SLE=2102 SRE=2103","66"
"1796","133.825992","104.18.32.47","192.168.6.68","TCP","[TCP Keep-Alive ACK] 443  >  52320 [ACK] Seq=2111 Ack=30648 Win=84 Len=0 SLE=30647 SRE=30648","66"
